gnd,pctile,year,count,hh_inc,le_agg,le_raceadj
F,80,2009,461937,118474.2,88.51582,88.41248
F,80,2010,461642,115358.0,87.52764,87.42964
F,80,2011,459980,114407.1,88.44385,88.3255
F,80,2012,460665,114279.0,89.66645,89.55026
F,80,2013,457932,113921.0,89.11466,88.9858
F,80,2014,440990,109044.9,87.13985,87.01304
F,81,2001,401047,117210.5,86.25349,86.2082
F,81,2002,414050,119458.5,86.38149,86.32355
F,81,2003,423189,117188.6,86.72363,86.65185
F,81,2004,430779,115629.1,86.36582,86.29494
F,81,2005,436357,115821.6,86.82489,86.74442
F,81,2006,441590,117597.7,86.63882,86.55256
F,81,2007,445984,118659.9,87.26564,87.16521
F,81,2008,451200,120625.5,88.31039,88.20157
F,81,2009,461886,121716.2,88.62859,88.51797
F,81,2010,461684,118453.9,88.51045,88.4044
F,81,2011,459959,117501.6,88.79848,88.68117
F,81,2012,460585,117424.2,88.35284,88.22111
F,81,2013,458018,117117.5,88.96632,88.83306
F,81,2014,440973,112030.4,88.33366,88.19876
F,82,2001,401077,120339.3,87.01913,86.95688
F,82,2002,414055,122699.6,86.93651,86.86912
F,82,2003,423223,120296.3,85.58919,85.53001
F,82,2004,430686,118632.0,86.67196,86.59402
F,82,2005,436474,118843.8,88.46404,88.37222
F,82,2006,441570,120735.8,86.62141,86.52843
F,82,2007,445964,121919.4,87.58077,87.47073
F,82,2008,451132,124009.6,87.81997,87.70602
F,82,2009,461976,125194.6,86.6451,86.53554
F,82,2010,461680,121772.4,87.6318,87.52347
F,82,2011,460037,120787.3,89.13167,89.00998
F,82,2012,460655,120767.2,89.42417,89.29585
F,82,2013,457992,120520.4,89.72769,89.59875
F,82,2014,440991,115199.5,88.99119,88.85241
F,83,2001,401081,123686.3,84.53387,84.50305
F,83,2002,414061,126167.8,86.29219,86.2218
F,83,2003,423264,123613.5,85.74088,85.6769
F,83,2004,430787,121849.8,86.52821,86.44547
F,83,2005,436431,122093.8,85.85981,85.77537
F,83,2006,441568,124103.4,87.45752,87.3556
F,83,2007,446032,125428.3,87.5605,87.44617
F,83,2008,451149,127640.7,87.88178,87.7628
F,83,2009,462018,128936.9,89.14755,89.02911
F,83,2010,461632,125339.3,87.51816,87.40282
F,83,2011,460007,124294.7,88.62762,88.49862
F,83,2012,460595,124344.9,88.92593,88.78519
F,83,2013,457994,124180.9,88.03517,87.89248
F,83,2014,441030,118586.0,89.57707,89.43489
F,84,2001,401089,127283.4,85.55018,85.49448
F,84,2002,414043,129914.2,87.07383,86.9949
F,84,2003,423249,127190.5,86.9688,86.87937
F,84,2004,430771,125310.7,87.80016,87.70741
F,84,2005,436456,125592.8,87.73996,87.63484
F,84,2006,441551,127739.5,87.2624,87.15072
F,84,2007,445966,129214.8,87.8157,87.69254
F,84,2008,451161,131565.7,88.04066,87.91594
F,84,2009,462016,132983.8,87.96248,87.83456
F,84,2010,461725,129184.9,87.98857,87.86321
F,84,2011,460064,128063.3,88.86103,88.72488
F,84,2012,460684,128193.6,89.4626,89.32287
F,84,2013,458028,128151.7,87.75262,87.59477
F,84,2014,441031,122223.1,88.45126,88.2951
F,85,2001,401134,131182.8,84.91634,84.86115
F,85,2002,414037,133970.6,87.26077,87.17261
F,85,2003,423295,131052.3,86.08681,85.99413
F,85,2004,430718,129062.5,86.71751,86.61911
F,85,2005,436442,129378.5,87.08706,86.97847
F,85,2006,441648,131681.1,86.8681,86.75353
F,85,2007,445989,133312.5,87.74158,87.60847
F,85,2008,451240,135832.3,88.99675,88.87038
F,85,2009,461996,137501.3,88.70065,88.56969
F,85,2010,461671,133520.1,89.55687,89.43227
F,85,2011,460053,132160.5,87.66014,87.50931
F,85,2012,460645,132392.9,88.6932,88.54038
F,85,2013,458025,132442.7,88.93116,88.77098
F,85,2014,441039,126174.2,88.99279,88.83479
F,86,2001,401113,135437.2,86.64155,86.56022
F,86,2002,414068,138410.5,86.2289,86.14223
F,86,2003,423238,135255.7,86.04726,85.94691
F,86,2004,430754,133145.5,88.43607,88.32707
F,86,2005,436468,133502.8,86.77957,86.66752
F,86,2006,441620,135974.4,87.49709,87.37141
F,86,2007,446009,137801.1,89.14922,89.01941
F,86,2008,451199,140617.1,87.80617,87.66071
F,86,2009,461946,142460.0,88.62108,88.48406
F,86,2010,461746,138176.6,88.1192,87.98111
F,86,2011,460005,136643.1,89.21331,89.06405
F,86,2012,460657,136947.8,89.24358,89.0871
F,86,2013,458105,137113.9,89.04729,88.8824
F,86,2014,441026,130440.4,90.08692,89.93575
F,87,2001,401125,140115.9,85.65157,85.57253
F,87,2002,414096,143306.2,88.35343,88.25137
F,87,2003,423279,139870.6,86.74571,86.64157
F,87,2004,430789,137622.7,87.09178,86.97733
F,87,2005,436504,138030.7,86.54707,86.43134
F,87,2006,441614,140698.9,87.65665,87.52744
F,87,2007,445991,142776.3,87.42716,87.28276
F,87,2008,451227,145953.8,88.92017,88.78002
F,87,2009,461984,147851.1,88.35317,88.20609
F,87,2010,461732,143233.9,89.05692,88.9153
F,87,2011,460022,141521.2,89.40006,89.24908
F,87,2012,460696,141941.5,89.69473,89.54236
F,87,2013,458050,142226.0,88.65599,88.48342
F,87,2014,441018,135094.9,89.42383,89.25789
F,88,2001,401145,145318.2,86.23489,86.15191
F,88,2002,414073,148756.2,85.62174,85.53869
F,88,2003,423288,144987.6,86.43712,86.33195
F,88,2004,430782,142576.3,87.53899,87.42426
F,88,2005,436470,143039.9,87.582,87.46185
F,88,2006,441635,145947.7,87.71072,87.58076
F,88,2007,446009,148494.4,87.76862,87.62089
F,88,2008,451202,151782.1,87.95685,87.80806
F,88,2009,462022,153845.1,87.32634,87.17596
F,88,2010,461751,148821.6,89.56318,89.42548
F,88,2011,460052,146900.0,88.58765,88.42354
F,88,2012,460693,147482.1,89.28671,89.12431
F,88,2013,458092,147905.0,88.34644,88.16647
F,88,2014,441049,140233.5,89.15892,88.98847
F,89,2001,401176,151171.0,87.39073,87.29985
F,89,2002,414089,154907.3,86.37217,86.27595
F,89,2003,423283,150733.8,87.14036,87.02768
F,89,2004,430782,148119.8,88.55397,88.4388
F,89,2005,436480,148631.1,88.61037,88.49241
F,89,2006,441620,152018.1,88.03033,87.90089
F,89,2007,446033,154816.4,88.85366,88.7143
F,89,2008,451215,158324.6,87.96227,87.81334
F,89,2009,462030,160566.8,87.39654,87.24637
F,89,2010,461763,155055.0,88.68253,88.5349
F,89,2011,460064,152909.1,88.8701,88.70876
F,89,2012,460718,153661.0,88.28569,88.11372
F,89,2013,458100,154196.3,89.50047,89.3382
F,89,2014,441034,145969.9,90.31766,90.1682
F,90,2001,401123,157870.4,86.6827,86.59638
F,90,2002,414093,161949.4,86.46801,86.37445
F,90,2003,423327,157266.5,86.5097,86.40687
F,90,2004,430748,154449.2,87.50771,87.39415
F,90,2005,436474,155189.3,87.95739,87.83791
F,90,2006,441667,158846.7,87.74831,87.61831
F,90,2007,446034,161979.5,87.08598,86.94294
F,90,2008,451238,165804.5,88.43366,88.28423
F,90,2009,462027,168227.6,88.08438,87.9341
F,90,2010,461754,162102.7,88.56146,88.41492
F,90,2011,460080,159614.5,88.13899,87.97175
F,90,2012,460701,160558.3,87.84672,87.66923
F,90,2013,458085,161288.7,88.72736,88.54847
F,90,2014,441069,152359.1,89.16394,88.98916
F,91,2001,401132,165644.4,87.0745,86.98837
F,91,2002,414112,170152.2,86.67953,86.58787
F,91,2003,423327,164826.1,87.60977,87.50201
F,91,2004,430798,161975.9,86.62515,86.51641
F,91,2005,436491,162791.0,87.25984,87.14178
F,91,2006,441645,166676.5,88.93269,88.81044
F,91,2007,446053,170298.9,89.21983,89.0884
F,91,2008,451267,174569.2,88.31791,88.1712
F,91,2009,462036,177370.5,89.48767,89.3503
F,91,2010,461737,170442.8,89.75571,89.62363
F,91,2011,460121,167235.0,89.01168,88.85455
F,91,2012,460726,168437.9,89.83859,89.68631
F,91,2013,458136,169385.0,89.45026,89.28651
F,91,2014,441091,159590.4,88.45321,88.27687
F,92,2001,401162,174889.0,87.49692,87.41449
F,92,2002,414162,179997.8,86.34602,86.26029
F,92,2003,423322,173776.5,87.73621,87.63126
F,92,2004,430794,170632.8,89.21115,89.10684
F,92,2005,436490,171492.0,87.20232,87.0881
F,92,2006,441674,175889.4,87.47694,87.35445
F,92,2007,446046,180233.6,88.64256,88.5038
F,92,2008,451242,185062.1,88.65353,88.51295
F,92,2009,462066,187975.1,89.18523,89.04773
F,92,2010,461798,180001.8,88.8316,88.69528
F,92,2011,460086,176136.7,89.23627,89.08528
F,92,2012,460730,177663.1,89.66121,89.50676
F,92,2013,458106,178909.2,90.2769,90.13241
F,92,2014,441118,167936.9,89.88614,89.73438
F,93,2001,401147,186218.8,87.90876,87.83129
F,93,2002,414111,192015.2,85.99353,85.92254
F,93,2003,423323,184631.5,87.30246,87.20909
F,93,2004,430848,180985.6,87.66282,87.56162
F,93,2005,436517,181945.4,87.2889,87.18268
F,93,2006,441652,187155.1,87.92545,87.81583
F,93,2007,446075,192377.8,89.16054,89.03686
F,93,2008,451255,197529.1,88.86448,88.73308
F,93,2009,462017,200797.7,89.09735,88.96817
F,93,2010,461761,191423.5,89.02744,88.89727
F,93,2011,460079,186712.9,88.70957,88.56212
F,93,2012,460754,188731.5,89.36566,89.21513
F,93,2013,458135,190303.9,90.4317,90.2936
F,93,2014,441105,177875.6,89.80581,89.66
F,94,2001,401192,200570.8,86.39105,86.33496
F,94,2002,414161,207132.3,87.30367,87.23333
F,94,2003,423328,198156.3,87.45009,87.36658
F,94,2004,430845,193771.3,88.35604,88.26732
F,94,2005,436527,194825.9,87.89555,87.8019
F,94,2006,441669,201209.6,87.87034,87.76938
F,94,2007,446055,207253.9,89.55187,89.44328
F,94,2008,451261,213158.8,88.74596,88.62438
F,94,2009,462054,216898.2,88.26049,88.13588
F,94,2010,461808,205554.8,89.24457,89.12776
F,94,2011,460128,199708.6,89.46954,89.33813
F,94,2012,460749,202387.8,89.49951,89.36174
F,94,2013,458136,204374.0,89.50806,89.3653
F,94,2014,441071,189945.9,89.93504,89.80183
F,95,2001,401171,219231.8,86.47381,86.43401
F,95,2002,414134,226885.1,87.70441,87.64249
F,95,2003,423320,215636.4,88.52684,88.45332
F,95,2004,430858,210206.4,86.6597,86.59663
F,95,2005,436517,211357.1,87.94154,87.86431
F,95,2006,441695,219164.6,89.19749,89.11013
F,95,2007,446071,226696.8,89.29381,89.19079
F,95,2008,451314,233685.7,89.32281,89.21783
F,95,2009,462048,238087.3,88.8713,88.7633
F,95,2010,461811,223832.3,89.97959,89.87856
F,95,2011,460133,216345.2,89.50623,89.38689
F,95,2012,460754,219914.5,89.61042,89.48648
F,95,2013,458164,222469.4,90.49741,90.37951
F,95,2014,441122,205157.5,90.3814,90.26347
F,96,2001,401221,244836.2,88.01646,87.98043
F,96,2002,414148,254092.9,86.88791,86.8513
F,96,2003,423356,239528.9,86.95935,86.91502
F,96,2004,430845,232507.9,87.71384,87.66024
F,96,2005,436578,233847.0,88.17683,88.11292
F,96,2006,441669,243777.8,88.38536,88.31551
F,96,2007,446038,253648.3,89.67929,89.59612
F,96,2008,451256,262254.1,89.7514,89.66103
F,96,2009,462077,267636.8,89.77441,89.68821
F,96,2010,461813,248983.3,89.29494,89.20605
F,96,2011,460177,238764.4,89.32915,89.2274
F,96,2012,460769,243685.5,89.45313,89.34675
F,96,2013,458144,247066.2,90.01543,89.90582
F,96,2014,441115,225452.1,89.49942,89.39049
F,97,2001,401205,282785.4,87.46616,87.45142
F,97,2002,414123,294704.1,88.06453,88.03637
F,97,2003,423318,274788.4,87.11056,87.08682
F,97,2004,430860,265337.6,88.77125,88.72791
F,97,2005,436531,267070.5,87.68508,87.64816
F,97,2006,441708,280618.0,88.46782,88.41675
F,97,2007,446105,294532.9,90.06709,89.99875
F,97,2008,451300,305816.1,89.71325,89.63939
F,97,2009,462069,312673.5,89.74477,89.6729
F,97,2010,461829,286664.6,88.76313,88.69625
F,97,2011,460145,271654.1,89.10581,89.01812
F,97,2012,460744,278810.0,89.95393,89.86452
F,97,2013,458176,283544.7,89.69341,89.60352
F,97,2014,441157,254649.9,90.39184,90.30528
F,98,2001,401175,346892.0,88.55373,88.54367
F,98,2002,414148,363583.7,85.26153,85.30781
F,98,2003,423318,333874.7,87.7361,87.72485
F,98,2004,430899,320059.5,88.95865,88.9283
F,98,2005,436546,323099.9,88.47103,88.4497
F,98,2006,441685,343517.5,88.15799,88.12479
F,98,2007,446064,365073.1,88.94111,88.89565
F,98,2008,451301,381212.5,89.64027,89.58457
F,98,2009,462068,390502.4,89.68304,89.62518
F,98,2010,461839,351207.7,88.2495,88.20658
F,98,2011,460116,327340.9,89.45183,89.38536
F,98,2012,460695,338382.1,89.49241,89.4221
F,98,2013,458187,345120.5,90.09292,90.02035
F,98,2014,441169,302700.3,89.68462,89.61121
F,99,2001,401211,484766.4,86.62157,86.66371
F,99,2002,414165,514194.5,86.12549,86.16786
F,99,2003,423305,459700.2,88.299,88.29453
F,99,2004,430840,436200.9,88.07339,88.0778
F,99,2005,436575,442894.0,88.9017,88.88386
F,99,2006,441689,480113.1,89.03671,89.01374
F,99,2007,446124,518697.8,89.15224,89.1213
F,99,2008,451260,546453.3,89.21812,89.1834
F,99,2009,462068,560646.5,89.83649,89.79748
F,99,2010,461854,490027.7,89.70295,89.66335
F,99,2011,460165,445873.9,90.3188,90.26619
F,99,2012,460797,465974.9,90.64137,90.58086
F,99,2013,458126,474994.0,90.24047,90.18142
F,99,2014,441177,402148.6,90.05182,89.99831
F,100,2001,401187,1893832.0,88.36139,88.38345
F,100,2002,414160,2165487.0,87.08062,87.12323
F,100,2003,423370,1640470.0,89.01147,89.01658
F,100,2004,430884,1509276.0,89.20248,89.2052
F,100,2005,436565,2435930.0,89.12598,89.12608
F,100,2006,441736,1819987.0,88.79359,88.795
F,100,2007,446131,2058546.0,89.17577,89.16605
F,100,2008,451339,2329476.0,89.66409,89.64415
F,100,2009,462127,2343811.0,90.91462,90.87743
F,100,2010,461834,1854144.0,89.88937,89.8683
F,100,2011,460228,1531628.0,90.19326,90.1637
F,100,2012,460809,1747049.0,90.98211,90.93932
F,100,2013,458182,1718311.0,90.51132,90.4685
F,100,2014,441167,1114030.0,91.1207,91.07648
M,1,2001,387717,428.6913,72.87766,73.35743
M,1,2002,398266,442.6572,71.43374,71.93658
M,1,2003,406375,418.7205,71.53559,72.02927
M,1,2004,412934,383.1861,72.48225,72.95515
M,1,2005,418273,363.4149,72.08122,72.55158
M,1,2006,422996,344.673,72.16613,72.63754
M,1,2007,427004,347.8254,71.95733,72.42124
M,1,2008,431397,354.8525,72.19738,72.66363
M,1,2009,439684,137.5935,67.86212,68.34338
M,1,2010,439970,306.6287,72.45297,72.92625
M,1,2011,437087,315.7079,72.72598,73.18105
M,1,2012,438091,337.337,72.23067,72.67403
M,1,2013,434750,310.4432,72.66498,73.09408
M,1,2014,417799,266.6822,72.94975,73.3642
M,2,2001,388434,1812.652,73.65693,74.05668
M,2,2002,399162,1846.372,73.1964,73.60024
M,2,2003,407187,1772.414,73.4204,73.81692
M,2,2004,413991,1668.514,74.30957,74.68957
M,2,2005,419264,1568.366,74.344,74.71933
M,2,2006,423869,1477.425,73.94599,74.32788
M,2,2007,427829,1502.291,73.80051,74.17897
M,2,2008,432430,1529.374,74.43753,74.80945
M,2,2009,441263,1055.728,72.734,73.13699
M,2,2010,440634,1409.002,73.77048,74.1694
M,2,2011,437900,1469.798,73.93415,74.31793
M,2,2012,438696,1567.515,74.13493,74.5051
M,2,2013,435121,1413.877,74.91801,75.26115
M,2,2014,418371,1238.094,74.73748,75.07225
M,3,2001,388806,3565.657,74.87743,75.19542
M,3,2002,399735,3615.688,74.75042,75.06475
M,3,2003,407805,3480.69,74.49932,74.81683
M,3,2004,414392,3307.198,75.46944,75.76892
M,3,2005,419671,3141.998,75.5206,75.81613
M,3,2006,424218,2978.117,75.3063,75.60576
M,3,2007,428295,3024.633,76.32607,76.60175
M,3,2008,432776,3073.033,75.07262,75.37613
M,3,2009,442005,2521.067,74.4865,74.80789
M,3,2010,441045,2882.588,75.0979,75.42056
M,3,2011,438168,3021.116,75.83411,76.1324
M,3,2012,438872,3155.578,75.11756,75.41748
M,3,2013,435583,2892.419,75.36175,75.63953
M,3,2014,418624,2594.412,74.8942,75.17023
M,4,2001,388917,5390.286,76.21598,76.45756
M,4,2002,399979,5443.718,75.32404,75.57499
M,4,2003,408098,5256.223,75.38882,75.63776
M,4,2004,414650,5011.139,75.07251,75.32592
M,4,2005,420010,4803.471,75.76252,76.00235
M,4,2006,424887,4593.222,76.27095,76.50198
M,4,2007,428674,4658.144,75.95012,76.18141
M,4,2008,433271,4717.533,75.45986,75.70475
M,4,2009,442424,4073.72,75.34172,75.59786
M,4,2010,441471,4401.78,75.75974,76.02502
M,4,2011,438326,4657.593,76.48367,76.71645
M,4,2012,438813,4784.356,75.5779,75.81474
M,4,2013,435648,4487.576,75.81239,76.03316
M,4,2014,418849,4123.654,76.07006,76.27165
M,5,2001,389147,7185.191,75.99704,76.19734
M,5,2002,400131,7239.889,75.9395,76.13613
M,5,2003,408321,7003.193,75.81294,76.01042
M,5,2004,414871,6701.397,76.17518,76.36608
M,5,2005,420083,6463.423,76.06823,76.26006
M,5,2006,424898,6223.267,76.35442,76.5384
M,5,2007,428805,6301.394,76.13216,76.31972
M,5,2008,433353,6364.616,76.58663,76.76401
M,5,2009,442727,5642.055,75.46836,75.67837
M,5,2010,441823,5923.48,75.8963,76.11375
M,5,2011,438597,6220.098,75.88898,76.09412
M,5,2012,438598,6313.28,76.03119,76.2156
M,5,2013,436032,6014.314,75.637,75.81259
M,5,2014,418986,5652.463,76.43353,76.58533
M,6,2001,389394,8907.836,75.22976,75.40827
M,6,2002,400506,8958.142,76.22757,76.3822
M,6,2003,408434,8681.445,75.78054,75.94499
M,6,2004,415116,8336.858,76.62128,76.77157
M,6,2005,420376,8069.207,76.78921,76.9338
M,6,2006,424983,7823.557,76.10011,76.25566
M,6,2007,428994,7900.311,76.85792,76.99855
M,6,2008,433679,7970.144,76.29168,76.4446
M,6,2009,442705,7214.318,75.66375,75.83481
M,6,2010,441914,7421.103,76.79381,76.95723
M,6,2011,438427,7655.505,76.08273,76.2482
M,6,2012,438303,7705.732,75.95563,76.10306
M,6,2013,435900,7428.848,75.85822,75.99701
M,6,2014,419355,7135.86,76.85049,76.96155
M,7,2001,389405,10583.81,75.90416,76.04295
M,7,2002,400476,10627.74,75.35297,75.49642
M,7,2003,408656,10317.37,76.65601,76.77751
M,7,2004,415225,9917.338,76.23253,76.36263
M,7,2005,420336,9618.334,76.06803,76.19826
M,7,2006,425136,9366.295,76.01175,76.14717
M,7,2007,429190,9445.198,76.57878,76.70039
M,7,2008,433774,9513.458,76.31244,76.4405
M,7,2009,443028,8727.427,75.92229,76.06132
M,7,2010,441958,8876.825,76.66105,76.79564
M,7,2011,438317,9014.421,76.38556,76.51885
M,7,2012,438739,9054.061,76.45135,76.56554
M,7,2013,436299,8792.223,76.22279,76.32501
M,7,2014,419160,8562.374,76.07063,76.16685
M,8,2001,389493,12200.1,74.89476,75.03204
M,8,2002,400566,12231.99,75.58298,75.69817
M,8,2003,408737,11900.21,75.66893,75.78896
M,8,2004,415226,11452.31,76.18808,76.29636
M,8,2005,420508,11125.86,76.21482,76.32032
M,8,2006,425341,10878.88,76.28709,76.39645
M,8,2007,429172,10944.43,76.18123,76.28604
M,8,2008,433754,11007.81,75.7789,75.89373
M,8,2009,442966,10168.09,75.39,75.51836
M,8,2010,441850,10279.78,76.20638,76.33781
M,8,2011,438577,10280.51,77.18462,77.27716
M,8,2012,438275,10288.25,75.31429,75.42873
M,8,2013,436079,10002.72,75.54102,75.64054
M,8,2014,419340,9818.317,77.10268,77.16553
M,9,2001,389520,13762.13,75.28786,75.39853
M,9,2002,400606,13790.99,74.77155,74.8868
M,9,2003,408670,13441.49,75.45103,75.55401
M,9,2004,415392,12950.64,75.9223,76.0187
M,9,2005,420564,12598.42,75.576,75.68073
M,9,2006,425264,12366.32,76.10766,76.20093
M,9,2007,429304,12431.67,76.73116,76.80639
M,9,2008,433860,12501.38,75.71721,75.82087
M,9,2009,443017,11614.63,76.15377,76.24635
M,9,2010,442241,11677.43,76.94061,77.03851
M,9,2011,438528,11518.9,76.54889,76.63971
M,9,2012,438525,11519.23,76.15455,76.23019
M,9,2013,436102,11222.33,76.85343,76.9017
M,9,2014,419396,11072.6,77.33914,77.36907
M,10,2001,389602,15247.28,75.71196,75.80004
M,10,2002,400750,15269.28,75.55721,75.64079
M,10,2003,408983,14916.29,75.59128,75.67998
M,10,2004,415477,14407.42,76.39568,76.47195
M,10,2005,420548,14045.92,76.12143,76.19822
M,10,2006,425396,13834.93,76.33506,76.40678
M,10,2007,429403,13898.78,76.16261,76.23975
M,10,2008,433808,13971.8,76.79255,76.85672
M,10,2009,443166,13069.54,75.82519,75.91582
M,10,2010,442285,13056.99,77.17207,77.24522
M,10,2011,438776,12764.4,77.39796,77.45324
M,10,2012,439399,12755.43,76.33392,76.38828
M,10,2013,436467,12468.94,76.68613,76.73061
M,10,2014,419436,12354.64,76.58675,76.62132
M,11,2001,389825,16668.04,75.73566,75.81016
M,11,2002,400760,16696.11,75.25014,75.32892
M,11,2003,408955,16326.65,75.83517,75.90243
M,11,2004,415504,15793.08,76.52439,76.58398
M,11,2005,420704,15434.77,76.04778,76.11888
M,11,2006,425518,15247.51,75.86479,75.93903
M,11,2007,429496,15306.62,76.2326,76.29317
M,11,2008,433768,15374.68,76.16432,76.22338
M,11,2009,443253,14476.15,76.19734,76.27042
M,11,2010,442269,14373.41,77.22584,77.28256
M,11,2011,438764,13960.4,76.66222,76.71562
M,11,2012,439685,13936.57,76.86391,76.89924
M,11,2013,436423,13647.33,77.09547,77.11639
M,11,2014,419685,13575.91,77.22723,77.23501
M,12,2001,389676,18064.42,75.50373,75.57592
M,12,2002,400760,18100.59,75.88965,75.94749
M,12,2003,409187,17714.55,75.53703,75.60077
M,12,2004,415529,17139.57,76.79469,76.83822
M,12,2005,420829,16776.59,76.18685,76.23978
M,12,2006,425513,16607.33,75.89755,75.9597
M,12,2007,429490,16664.97,76.62375,76.66554
M,12,2008,434132,16736.96,76.63394,76.68432
M,12,2009,443243,15835.21,77.59202,77.63103
M,12,2010,442366,15648.98,75.68719,75.77592
M,12,2011,439006,15107.72,77.41605,77.44482
M,12,2012,439601,15073.48,76.82681,76.84956
M,12,2013,436428,14790.68,76.08916,76.11098
M,12,2014,419551,14760.01,77.47226,77.47012
M,13,2001,389773,19427.76,76.02225,76.08081
M,13,2002,401028,19468.09,75.69205,75.75
M,13,2003,409067,19068.99,75.53687,75.59808
M,13,2004,415676,18462.97,76.6654,76.70948
M,13,2005,420839,18087.7,76.14754,76.20111
M,13,2006,425621,17936.28,77.17702,77.20924
M,13,2007,429828,17986.66,76.74304,76.77876
M,13,2008,434207,18059.98,76.41528,76.46559
M,13,2009,443567,17169.45,76.8493,76.89613
M,13,2010,442484,16900.91,77.03812,77.09483
M,13,2011,439146,16246.72,76.62559,76.66629
M,13,2012,439677,16195.42,76.61098,76.63624
M,13,2013,436598,15909.17,77.78483,77.77283
M,13,2014,419922,15908.35,77.41215,77.41947
M,14,2001,390023,20764.43,75.32233,75.3946
M,14,2002,400958,20809.52,75.67515,75.73788
M,14,2003,409209,20396.59,75.79734,75.85602
M,14,2004,415791,19758.79,75.44132,75.51122
M,14,2005,420853,19373.41,77.15563,77.19496
M,14,2006,425800,19239.97,76.8624,76.90552
M,14,2007,429588,19280.43,77.92857,77.9468
M,14,2008,434241,19346.85,76.50207,76.55184
M,14,2009,443504,18457.14,76.88944,76.94163
M,14,2010,442630,18118.17,77.33781,77.39214
M,14,2011,439101,17373.37,77.10529,77.14149
M,14,2012,439827,17295.88,77.25258,77.27673
M,14,2013,436548,17003.21,77.31182,77.32395
M,14,2014,419784,17020.66,77.89029,77.88358
M,15,2001,389992,22079.66,76.65805,76.70869
M,15,2002,401137,22126.58,75.98958,76.04813
M,15,2003,409298,21699.68,76.73491,76.77795
M,15,2004,415812,21034.09,75.8941,75.95695
M,15,2005,421086,20633.95,76.91183,76.95802
M,15,2006,425640,20516.36,76.56805,76.62704
M,15,2007,429912,20543.79,78.00651,78.02865
M,15,2008,434370,20610.72,76.91346,76.96246
M,15,2009,443480,19721.01,76.63446,76.69424
M,15,2010,442698,19324.98,77.44876,77.49986
M,15,2011,439116,18479.17,76.72845,76.77697
M,15,2012,439541,18384.92,77.1965,77.21713
M,15,2013,436647,18084.67,76.89438,76.91652
M,15,2014,419934,18124.76,77.69956,77.71208
M,16,2001,390053,23373.53,76.11256,76.17644
M,16,2002,401135,23421.42,76.52893,76.58029
M,16,2003,409417,22975.24,77.13747,77.17811
M,16,2004,415933,22288.48,77.11084,77.16249
M,16,2005,421150,21875.87,76.56139,76.61597
M,16,2006,425820,21771.19,77.53687,77.57568
M,16,2007,429814,21787.25,77.617,77.64787
M,16,2008,434424,21850.24,77.41311,77.44949
M,16,2009,443630,20966.1,77.54428,77.59048
M,16,2010,442753,20512.7,77.45066,77.50436
M,16,2011,439380,19571.62,77.11177,77.15112
M,16,2012,439705,19467.6,77.20152,77.23076
M,16,2013,436661,19166.06,77.08691,77.10402
M,16,2014,418880,19215.12,77.29051,77.30252
M,17,2001,390081,24652.55,76.09872,76.16898
M,17,2002,401340,24697.75,76.58409,76.63557
M,17,2003,409359,24231.51,76.77175,76.82217
M,17,2004,415996,23525.03,76.81326,76.87139
M,17,2005,421064,23101.41,77.33864,77.38705
M,17,2006,425963,23015.05,78.2151,78.24354
M,17,2007,430030,23014.09,77.58382,77.62437
M,17,2008,434516,23077.94,78.38879,78.40765
M,17,2009,443626,22195.51,77.70858,77.75754
M,17,2010,442714,21679.93,78.05128,78.10333
M,17,2011,439400,20658.34,77.57372,77.61078
M,17,2012,439715,20536.98,77.00034,77.0406
M,17,2013,436656,20239.33,77.75871,77.77528
M,17,2014,419318,20295.69,78.40351,78.39888
M,18,2001,390177,25916.7,76.47387,76.54317
M,18,2002,401252,25957.45,76.95354,77.00759
M,18,2003,409370,25470.52,76.37706,76.43835
M,18,2004,416072,24744.71,77.2024,77.25388
M,18,2005,421291,24308.95,77.26151,77.31526
M,18,2006,425980,24244.0,77.21561,77.26675
M,18,2007,429952,24230.66,77.45538,77.49852
M,18,2008,434505,24294.34,77.44382,77.48882
M,18,2009,443846,23419.23,77.85356,77.89578
M,18,2010,442819,22838.21,76.84065,76.92516
M,18,2011,439300,21737.61,77.48573,77.5309
M,18,2012,440027,21594.42,77.46873,77.50636
M,18,2013,436751,21302.22,77.21006,77.23429
M,18,2014,419287,21366.89,77.64799,77.66654
M,19,2001,390174,27169.31,77.01768,77.07804
M,19,2002,401448,27209.75,76.69605,76.75624
M,19,2003,409577,26696.71,77.24271,77.29419
M,19,2004,416102,25951.43,78.40843,78.44284
M,19,2005,421238,25504.59,76.90191,76.96708
M,19,2006,426056,25459.08,77.64132,77.69486
M,19,2007,429956,25435.29,77.67348,77.71497
M,19,2008,434547,25499.22,78.72291,78.74689
M,19,2009,443856,24631.61,78.05797,78.10468
M,19,2010,442907,23991.78,78.17783,78.23068
M,19,2011,439516,22812.38,78.32653,78.35603
M,19,2012,440142,22643.28,77.79603,77.82157
M,19,2013,436826,22353.98,77.117,77.14745
M,19,2014,419782,22432.63,78.88493,78.87794
M,20,2001,390329,28410.81,76.80627,76.87611
M,20,2002,401358,28452.61,77.84444,77.88873
M,20,2003,409469,27910.93,77.31935,77.37232
M,20,2004,416073,27148.2,77.09496,77.15572
M,20,2005,421280,26687.85,77.99327,78.03824
M,20,2006,426212,26661.44,77.68241,77.73146
