gnd,pctile,year,count,hh_inc,le_agg,le_raceadj
M,60,2006,427420,78355.75,82.24722,82.37
M,60,2007,431371,78392.13,83.49595,83.58629
M,60,2008,435926,79093.21,83.56369,83.66418
M,60,2009,445407,79001.75,84.20412,84.29229
M,60,2010,444333,77020.93,83.36931,83.48529
M,60,2011,440962,75207.19,83.93904,84.03087
M,60,2012,441616,74756.53,83.95306,84.0426
M,60,2013,438421,74409.61,83.52856,83.62707
M,60,2014,421382,73467.95,84.41236,84.4837
M,61,2001,391484,81541.48,82.23798,82.35877
M,61,2002,402691,82203.84,81.89594,82.02493
M,61,2003,410877,80793.94,82.66789,82.77728
M,61,2004,417428,79701.16,82.48313,82.59773
M,61,2005,422564,79258.61,82.35188,82.4672
M,61,2006,427518,79941.75,83.15497,83.26228
M,61,2007,431379,79999.94,83.50569,83.60107
M,61,2008,436051,80730.13,83.6236,83.72139
M,61,2009,445392,80672.74,83.11147,83.22927
M,61,2010,444266,78670.33,84.02214,84.11726
M,61,2011,440997,76876.65,84.53036,84.6134
M,61,2012,441777,76428.25,83.7979,83.89377
M,61,2013,438438,76087.01,84.04911,84.13425
M,61,2014,421493,75108.16,84.95036,85.02215
M,62,2001,391578,83077.47,82.40486,82.52456
M,62,2002,402733,83775.43,82.07262,82.1974
M,62,2003,410929,82345.24,82.2712,82.39058
M,62,2004,417465,81259.27,83.32429,83.42575
M,62,2005,422597,80843.81,83.75799,83.84649
M,62,2006,427490,81553.89,83.42033,83.52483
M,62,2007,431562,81632.64,84.24172,84.32087
M,62,2008,436059,82399.44,82.15982,82.29546
M,62,2009,445381,82376.48,83.5317,83.63631
M,62,2010,444344,80344.07,83.13182,83.26131
M,62,2011,441035,78575.29,84.24738,84.34326
M,62,2012,441729,78131.53,83.6596,83.7587
M,62,2013,438388,77796.58,84.10997,84.20588
M,62,2014,421410,76772.18,84.9308,85.00589
M,63,2001,391424,84637.52,83.33952,83.44068
M,63,2002,402776,85375.74,82.9873,83.09309
M,63,2003,410906,83930.84,82.18904,82.31123
M,63,2004,417449,82838.77,82.61432,82.7371
M,63,2005,422623,82454.97,83.19586,83.3
M,63,2006,427449,83197.41,83.36774,83.47368
M,63,2007,431485,83294.73,84.86597,84.93387
M,63,2008,435990,84097.13,85.0416,85.10974
M,63,2009,445377,84114.25,84.05807,84.1601
M,63,2010,444350,82047.26,83.68284,83.80213
M,63,2011,440960,80305.66,84.45506,84.55003
M,63,2012,441823,79865.37,84.40849,84.49422
M,63,2013,438345,79535.32,83.28262,83.39568
M,63,2014,421551,78466.3,84.30482,84.39638
M,64,2001,391576,86228.05,82.86835,82.98425
M,64,2002,402744,87012.72,81.33382,81.47775
M,64,2003,410897,85545.0,82.58846,82.70103
M,64,2004,417452,84447.32,82.59563,82.71605
M,64,2005,422615,84095.57,82.87939,82.99644
M,64,2006,427461,84865.34,82.76369,82.88142
M,64,2007,431485,84984.18,84.08093,84.17133
M,64,2008,436017,85830.4,83.65769,83.76424
M,64,2009,445393,85881.13,85.09569,85.17295
M,64,2010,444468,83785.93,83.9602,84.07278
M,64,2011,441028,82074.77,84.36396,84.45815
M,64,2012,441861,81633.12,83.52782,83.64161
M,64,2013,438526,81307.99,84.39429,84.49014
M,64,2014,421557,80201.67,84.49915,84.58408
M,65,2001,391511,87853.31,82.2697,82.4
M,65,2002,402741,88679.59,82.73195,82.84798
M,65,2003,410940,87189.85,82.62128,82.74022
M,65,2004,417546,86084.46,82.72436,82.84586
M,65,2005,422630,85761.2,83.46072,83.56921
M,65,2006,427538,86565.77,83.84895,83.94825
M,65,2007,431477,86709.3,84.12173,84.21497
M,65,2008,436082,87596.5,83.98717,84.08303
M,65,2009,445446,87684.33,85.1871,85.26366
M,65,2010,444418,85558.14,83.78708,83.90601
M,65,2011,441123,83878.23,83.77333,83.88483
M,65,2012,441845,83435.97,84.80557,84.88609
M,65,2013,438440,83122.76,84.79221,84.87775
M,65,2014,421539,81971.74,85.53754,85.60048
M,66,2001,391521,89513.68,83.12997,83.24129
M,66,2002,402734,90383.04,82.46618,82.59172
M,66,2003,410997,88869.62,83.6503,83.7518
M,66,2004,417523,87757.62,83.24245,83.3579
M,66,2005,422754,87460.31,84.36412,84.45276
M,66,2006,427575,88301.34,84.06658,84.16583
M,66,2007,431571,88472.84,83.32408,83.43636
M,66,2008,436143,89398.73,83.70373,83.81162
M,66,2009,445384,89531.22,84.80094,84.8888
M,66,2010,444486,87367.83,83.77608,83.89738
M,66,2011,441009,85718.88,84.75325,84.84617
M,66,2012,441824,85276.55,84.21501,84.30993
M,66,2013,438514,84977.89,84.84139,84.92029
M,66,2014,421549,83775.26,84.92097,85.0023
M,67,2001,391521,91216.06,82.01091,82.15269
M,67,2002,402767,92131.89,82.52818,82.66056
M,67,2003,410976,90595.34,82.76602,82.8878
M,67,2004,417600,89465.56,83.32464,83.44024
M,67,2005,422659,89197.05,83.60434,83.71446
M,67,2006,427580,90073.16,83.66928,83.77973
M,67,2007,431624,90276.23,83.87049,83.97407
M,67,2008,436138,91243.4,83.73804,83.85114
M,67,2009,445481,91418.5,84.27093,84.37854
M,67,2010,444420,89219.67,85.50064,85.58331
M,67,2011,441040,87599.54,83.8132,83.93233
M,67,2012,441823,87156.97,83.89701,84.00877
M,67,2013,438502,86869.22,84.75864,84.85203
M,67,2014,421558,85623.3,85.34473,85.42049
M,68,2001,391579,92955.83,83.63345,83.74664
M,68,2002,402877,93923.88,84.12343,84.22704
M,68,2003,410983,92357.17,82.83255,82.95938
M,68,2004,417535,91212.43,84.00317,84.10634
M,68,2005,422714,90972.72,83.48473,83.60365
M,68,2006,427540,91883.75,85.03423,85.11714
M,68,2007,431529,92118.12,84.71281,84.80245
M,68,2008,436067,93128.75,84.18404,84.28767
M,68,2009,445432,93352.1,83.79456,83.91573
M,68,2010,444519,91113.49,84.3501,84.4648
M,68,2011,441140,89516.85,85.00394,85.10039
M,68,2012,441950,89082.28,85.87606,85.94259
M,68,2013,438526,88797.98,84.99173,85.08482
M,68,2014,421623,87503.34,85.8409,85.91496
M,69,2001,391630,94747.28,82.68687,82.82593
M,69,2002,402805,95765.33,82.6881,82.82443
M,69,2003,411098,94162.33,83.27645,83.39864
M,69,2004,417637,93004.96,83.25529,83.38464
M,69,2005,422721,92791.43,83.69621,83.8171
M,69,2006,427613,93738.12,84.83517,84.92667
M,69,2007,431552,94010.75,83.63144,83.75311
M,69,2008,436081,95057.51,84.35386,84.46549
M,69,2009,445517,95333.46,84.02686,84.1522
M,69,2010,444552,93054.2,84.06624,84.19728
M,69,2011,441139,91480.77,83.60751,83.74668
M,69,2012,441830,91057.33,85.49681,85.57849
M,69,2013,438505,90783.21,85.83655,85.91209
M,69,2014,421633,89432.13,85.02682,85.12794
M,70,2001,391568,96589.21,83.22215,83.35242
M,70,2002,402736,97658.61,81.81077,81.96891
M,70,2003,411021,96021.65,82.82118,82.95835
M,70,2004,417618,94843.66,82.91682,83.05411
M,70,2005,422768,94659.07,82.66245,82.80818
M,70,2006,427558,95643.58,83.74477,83.86925
M,70,2007,431594,95950.0,83.26927,83.40378
M,70,2008,436095,97041.16,84.83336,84.93504
M,70,2009,445477,97370.31,84.89086,84.99602
M,70,2010,444421,95046.69,84.16647,84.30078
M,70,2011,441173,93498.34,85.10457,85.20124
M,70,2012,441930,93088.14,84.60549,84.71417
M,70,2013,438563,92823.48,85.14922,85.24078
M,70,2014,421554,91415.95,85.73099,85.82046
M,71,2001,391463,98485.18,82.07033,82.2246
M,71,2002,402936,99609.69,83.60828,83.72662
M,71,2003,411013,97934.36,83.11417,83.24613
M,71,2004,417593,96734.18,83.82591,83.9465
M,71,2005,422715,96574.07,83.60003,83.72845
M,71,2006,427532,97595.89,84.61156,84.71461
M,71,2007,431633,97935.81,84.05112,84.16476
M,71,2008,436202,99080.57,84.62635,84.72926
M,71,2009,445563,99465.34,84.83716,84.94488
M,71,2010,444496,97092.98,84.94128,85.05268
M,71,2011,441156,95576.9,85.92795,86.00612
M,71,2012,441963,95176.68,85.59488,85.67694
M,71,2013,438593,94924.69,86.2396,86.30529
M,71,2014,421653,93458.11,85.42365,85.51704
M,72,2001,391605,100443.9,83.77125,83.88975
M,72,2002,402808,101623.5,83.38062,83.50591
M,72,2003,411057,99900.74,83.19975,83.32554
M,72,2004,417660,98680.85,83.03508,83.16687
M,72,2005,422752,98545.78,84.75414,84.84985
M,72,2006,427562,99605.35,82.33823,82.48978
M,72,2007,431657,99980.53,85.22292,85.31052
M,72,2008,436142,101175.5,84.49205,84.5948
M,72,2009,445584,101619.7,84.99654,85.09704
M,72,2010,444512,99193.66,84.68404,84.79927
M,72,2011,441172,97717.1,84.21396,84.33692
M,72,2012,441924,97325.1,85.21736,85.31422
M,72,2013,438539,97089.43,85.61278,85.69809
M,72,2014,421644,95562.35,86.2472,86.31504
M,73,2001,391631,102468.5,83.72675,83.84125
M,73,2002,402878,103715.2,82.84291,82.976
M,73,2003,411069,101942.8,83.64933,83.76434
M,73,2004,417640,100686.9,84.46587,84.56532
M,73,2005,422821,100578.7,84.03825,84.15324
M,73,2006,427635,101672.0,84.85635,84.95415
M,73,2007,431614,102081.8,85.03985,85.13232
M,73,2008,436177,103333.7,86.1263,86.19579
M,73,2009,445609,103841.3,85.57432,85.66081
M,73,2010,444574,101363.8,85.82966,85.91142
M,73,2011,441138,99919.7,85.72946,85.81591
M,73,2012,441910,99543.74,85.07369,85.16927
M,73,2013,438621,99321.08,85.76987,85.84866
M,73,2014,421692,97735.04,84.95254,85.05738
M,74,2001,391687,104576.3,82.5402,82.67897
M,74,2002,402867,105884.3,82.53249,82.66838
M,74,2003,411075,104055.6,82.9596,83.09283
M,74,2004,417590,102763.2,83.69887,83.81929
M,74,2005,422812,102677.4,83.76692,83.88341
M,74,2006,427650,103798.9,84.66647,84.76328
M,74,2007,431697,104248.6,84.60751,84.70715
M,74,2008,436199,105560.4,85.40411,85.49346
M,74,2009,445592,106129.9,84.95307,85.05342
M,74,2010,444538,103596.4,85.17261,85.2756
M,74,2011,441189,102199.3,84.73268,84.84023
M,74,2012,441930,101836.5,85.6797,85.75987
M,74,2013,438635,101637.3,86.10066,86.16794
M,74,2014,421686,99977.63,85.78657,85.8742
M,75,2001,391680,106766.1,83.84653,83.95517
M,75,2002,402817,108143.2,83.31951,83.438
M,75,2003,411162,106255.7,82.66644,82.80054
M,75,2004,417734,104911.4,83.55829,83.67854
M,75,2005,422828,104848.6,84.5163,84.61849
M,75,2006,427701,105998.0,84.54642,84.64664
M,75,2007,431655,106491.8,85.02426,85.11566
M,75,2008,436232,107860.2,85.23354,85.32166
M,75,2009,445616,108497.4,85.11102,85.20936
M,75,2010,444667,105898.8,84.47926,84.59579
M,75,2011,441166,104570.2,84.26719,84.38656
M,75,2012,442041,104212.2,86.13631,86.19951
M,75,2013,438673,104042.2,86.4518,86.52126
M,75,2014,421646,102302.0,86.05434,86.13046
M,76,2001,391721,109049.1,82.5074,82.64709
M,76,2002,402937,110495.3,83.4592,83.57635
M,76,2003,411043,108547.6,83.65354,83.76479
M,76,2004,417681,107144.2,83.63749,83.74985
M,76,2005,422875,107099.2,85.4828,85.56058
M,76,2006,427677,108290.2,84.82265,84.91676
M,76,2007,431741,108827.9,85.08205,85.17115
M,76,2008,436271,110262.1,85.69188,85.76692
M,76,2009,445594,110962.8,84.72768,84.83463
M,76,2010,444568,108275.8,86.0004,86.07689
M,76,2011,441210,107026.4,85.22073,85.31107
M,76,2012,441961,106693.9,86.04772,86.11885
M,76,2013,438650,106545.1,84.80809,84.91506
M,76,2014,421733,104721.3,86.44662,86.51114
M,77,2001,391685,111436.9,83.47621,83.5915
M,77,2002,402820,112959.3,83.64982,83.758
M,77,2003,411226,110938.2,82.90482,83.03551
M,77,2004,417760,109471.5,82.4985,82.63947
M,77,2005,422848,109438.2,84.57491,84.67008
M,77,2006,427675,110683.2,84.4438,84.54769
M,77,2007,431712,111273.2,85.21276,85.3018
M,77,2008,436300,112791.8,85.65476,85.72789
M,77,2009,445667,113552.7,85.84583,85.91702
M,77,2010,444602,110766.9,85.27847,85.37691
M,77,2011,441211,109584.2,85.38867,85.4737
M,77,2012,441976,109280.3,84.65388,84.75771
M,77,2013,438679,109154.3,86.36181,86.42789
M,77,2014,421706,107241.9,85.61755,85.70499
M,78,2001,391771,113945.2,83.48463,83.59928
M,78,2002,402861,115547.3,82.53115,82.6638
M,78,2003,411083,113455.8,83.44603,83.55826
M,78,2004,417672,111906.5,84.30281,84.39945
M,78,2005,422831,111877.9,83.8935,83.9998
M,78,2006,427715,113186.9,83.73582,83.8587
M,78,2007,431694,113846.6,84.45866,84.55709
M,78,2008,436263,115458.4,85.66003,85.73545
M,78,2009,445634,116287.0,85.97177,86.04394
M,78,2010,444628,113390.7,86.41377,86.48735
M,78,2011,441277,112253.8,85.42943,85.51794
M,78,2012,442055,111975.3,85.96774,86.03959
M,78,2013,438751,111880.3,85.10688,85.20082
M,78,2014,421780,109870.2,85.86189,85.9483
M,79,2001,391650,116584.3,82.80171,82.92622
M,79,2002,402921,118279.2,84.23413,84.32455
M,79,2003,411152,116095.5,83.30334,83.41848
M,79,2004,417673,114457.7,83.33359,83.45002
M,79,2005,422867,114439.1,83.78672,83.89323
M,79,2006,427731,115825.4,86.19828,86.25327
M,79,2007,431715,116573.0,85.70213,85.77456
M,79,2008,436301,118283.2,85.67473,85.74665
M,79,2009,445670,119183.4,85.86736,85.93778
M,79,2010,444615,116162.4,86.34035,86.40752
M,79,2011,441262,115047.3,85.51883,85.60339
M,79,2012,442052,114807.1,85.1176,85.21365
M,79,2013,438664,114754.6,85.38382,85.47208
M,79,2014,421723,112640.2,85.02785,85.12685
M,80,2001,391700,119372.6,83.55091,83.6528
M,80,2002,402948,121162.9,84.37271,84.45995
M,80,2003,411157,118881.8,83.26418,83.37407
M,80,2004,417755,117164.8,83.94556,84.03585
M,80,2005,422904,117153.1,84.2163,84.31189
M,80,2006,427741,118618.9,84.26395,84.36265
M,80,2007,431711,119470.8,84.90504,84.98541
M,80,2008,436307,121280.2,85.76543,85.82822
M,80,2009,445663,122262.7,86.71413,86.7728
M,80,2010,444594,119111.4,85.74836,85.82677
M,80,2011,441227,117997.9,87.45206,87.48225
M,80,2012,442036,117797.9,85.83517,85.90818
M,80,2013,438737,117798.3,86.01369,86.08044
M,80,2014,421745,115567.4,85.52743,85.60842
M,81,2001,391751,122332.9,84.14591,84.23191
M,81,2002,402877,124233.7,84.01751,84.11131
M,81,2003,411200,121837.6,84.75703,84.83714
M,81,2004,417754,120029.3,83.78526,83.88398
M,81,2005,422902,120033.7,83.75154,83.85665
M,81,2006,427767,121588.9,84.49846,84.59342
M,81,2007,431749,122556.4,85.1581,85.23353
M,81,2008,436312,124471.8,85.86414,85.92498
M,81,2009,445730,125554.4,87.44415,87.47337
M,81,2010,444668,122248.8,85.26341,85.34834
M,81,2011,441270,121118.8,84.73967,84.83453
M,81,2012,442078,120973.7,85.0423,85.1273
M,81,2013,438732,121032.1,86.12668,86.19112
M,81,2014,421801,118659.8,85.65701,85.74219
M,82,2001,391742,125488.7,83.02591,83.13873
M,82,2002,402952,127514.1,83.10832,83.21597
M,82,2003,411156,124980.2,84.46164,84.5474
M,82,2004,417731,123078.5,84.74232,84.8225
M,82,2005,422936,123107.0,83.5368,83.64508
M,82,2006,427726,124774.0,85.04065,85.11668
M,82,2007,431797,125854.6,85.67744,85.74031
M,82,2008,436318,127897.5,85.27995,85.35847
M,82,2009,445623,129080.9,85.72021,85.79465
M,82,2010,444655,125612.0,85.13172,85.22871
M,82,2011,441283,124436.4,86.84148,86.89233
M,82,2012,442074,124353.8,84.59091,84.6915
M,82,2013,438747,124489.0,86.86588,86.92463
M,82,2014,421783,121971.0,86.30163,86.37406
M,83,2001,391714,128873.3,84.02141,84.11822
M,83,2002,402970,131044.4,83.99226,84.08606
M,83,2003,411205,128352.1,82.68291,82.80482
M,83,2004,417787,126341.9,84.69418,84.78349
M,83,2005,422924,126402.3,83.65047,83.75647
M,83,2006,427722,128187.8,85.55017,85.61954
M,83,2007,431799,129408.3,86.21969,86.27348
M,83,2008,436289,131577.4,86.13522,86.19444
M,83,2009,445717,132889.7,86.35107,86.41299
M,83,2010,444681,129260.5,86.3443,86.4153
M,83,2011,441285,127981.9,87.13315,87.17404
M,83,2012,442086,127984.9,85.13446,85.22877
M,83,2013,438753,128222.0,86.34323,86.40739
M,83,2014,421856,125548.2,86.16542,86.24229
M,84,2001,391734,132529.8,83.23184,83.34586
M,84,2002,402983,134844.8,84.15698,84.25175
M,84,2003,411225,131978.1,84.71245,84.79858
M,84,2004,417831,129859.0,84.5823,84.67227
M,84,2005,422939,129954.8,84.6697,84.76009
M,84,2006,427760,131878.7,86.4973,86.54917
M,84,2007,431834,133251.4,86.6313,86.68231
M,84,2008,436368,135587.4,86.37892,86.43587
M,84,2009,445769,137127.8,86.17361,86.23941
M,84,2010,444706,133303.7,86.0087,86.08916
M,84,2011,441380,131830.4,86.22951,86.29295
M,84,2012,442153,131920.6,86.15497,86.22335
M,84,2013,438817,132252.9,86.15038,86.22457
M,84,2014,421835,129378.7,86.52118,86.58202
M,85,2001,391813,136504.9,84.01525,84.11177
M,85,2002,402995,138988.0,83.14911,83.26085
M,85,2003,411181,135911.8,84.52123,84.60899
M,85,2004,417789,133670.0,84.69742,84.7891
M,85,2005,422972,133801.3,85.50606,85.57875
M,85,2006,427813,135874.0,85.89544,85.96043
M,85,2007,431817,137418.2,84.19145,84.29361
M,85,2008,436380,140049.3,84.83,84.92116
M,85,2009,445774,141683.2,85.78494,85.86729
M,85,2010,444718,137614.0,85.62602,85.71978
M,85,2011,441326,135998.1,85.03274,85.1321
M,85,2012,442099,136169.8,86.49147,86.55703
M,85,2013,438792,136618.6,86.85243,86.91084
M,85,2014,421794,133516.4,86.88052,86.93742
M,86,2001,391836,140856.7,84.50172,84.58445
M,86,2002,402980,143540.2,83.92108,84.01368
M,86,2003,411197,140216.0,83.76985,83.86811
M,86,2004,417798,137826.1,85.91978,85.97945
M,86,2005,422939,137990.8,85.8239,85.88985
M,86,2006,427759,140233.4,85.25614,85.33548
M,86,2007,431879,142074.1,86.02068,86.08512
M,86,2008,436305,144911.3,85.99569,86.06783
M,86,2009,445779,146651.0,86.65892,86.71378
M,86,2010,444728,142298.9,86.73689,86.8024
M,86,2011,441349,140516.7,85.96832,86.04401
M,86,2012,442166,140799.4,85.37843,85.47196
M,86,2013,438810,141364.6,85.99818,86.08315
M,86,2014,421822,138026.2,85.60587,85.70264
M,87,2001,391792,145663.8,84.11388,84.20554
M,87,2002,402943,148573.8,83.18928,83.30048
M,87,2003,411247,144956.3,83.56223,83.66683
M,87,2004,417792,142406.5,83.5182,83.63181
M,87,2005,422968,142604.9,84.88204,84.96845
M,87,2006,427830,145099.4,84.95172,85.03624
M,87,2007,431848,147260.7,85.95644,86.02406
M,87,2008,436400,150250.8,85.99356,86.06058
M,87,2009,445768,152129.6,87.40974,87.45446
M,87,2010,444761,147441.4,87.33615,87.38468
M,87,2011,441383,145476.3,87.06542,87.11591
M,87,2012,442126,145889.6,86.5088,86.57313
M,87,2013,438839,146582.6,86.1111,86.19065
M,87,2014,421892,142988.8,87.23864,87.29511
M,88,2001,391846,151043.0,84.59421,84.67458
M,88,2002,403085,154204.1,83.60275,83.70538
M,88,2003,411225,150222.3,83.7325,83.83536
M,88,2004,417829,147493.3,85.2081,85.29102
M,88,2005,422987,147749.2,84.75673,84.84806
M,88,2006,427793,150587.1,84.90743,85.00177
M,88,2007,431813,152989.5,86.76559,86.81107
M,88,2008,436435,156207.2,85.40241,85.48544
M,88,2009,445815,158217.5,85.81796,85.90218
M,88,2010,444735,153124.5,86.26145,86.33954
M,88,2011,441380,150946.4,86.7638,86.82082
M,88,2012,442212,151521.5,86.62838,86.69496
M,88,2013,438905,152342.7,85.58276,85.67982
M,88,2014,421868,148460.1,87.98754,88.02386
M,89,2001,391837,157131.5,84.92882,85.01063
M,89,2002,403062,160596.7,84.97453,85.04942
M,89,2003,411301,156170.0,84.01501,84.11462
M,89,2004,417824,153277.1,84.70305,84.79608
M,89,2005,423039,153667.6,85.49235,85.57013
M,89,2006,427896,156731.5,86.78656,86.84312
M,89,2007,431859,159443.5,86.24593,86.3088
M,89,2008,436429,162920.1,85.35323,85.43764
M,89,2009,445800,165110.3,86.48409,86.55618
M,89,2010,444773,159466.0,86.87761,86.94978
M,89,2011,441432,157018.5,85.63851,85.73022
M,89,2012,442187,157752.0,86.75638,86.82476
M,89,2013,438834,158769.8,87.43017,87.48238
M,89,2014,421845,154535.2,86.52946,86.60737
M,90,2001,391826,164148.6,85.17057,85.25269
M,90,2002,403111,167970.9,85.11311,85.19161
M,90,2003,411271,162961.1,85.29615,85.37549
M,90,2004,417878,159939.6,85.16454,85.25459
M,90,2005,423047,160410.1,85.76656,85.84453
M,90,2006,427898,163698.9,86.23133,86.30378
M,90,2007,431878,166817.3,86.5088,86.57227
M,90,2008,436441,170677.6,85.55749,85.6516
M,90,2009,445757,173203.9,86.99406,87.05532
M,90,2010,444750,166888.0,85.88488,85.98422
M,90,2011,441408,163832.1,86.68091,86.76123
M,90,2012,442215,164807.8,86.48721,86.56596
M,90,2013,438810,166024.6,87.0626,87.12943
M,90,2014,421895,161391.7,88.31126,88.34676
M,91,2001,391843,172343.7,83.98827,84.10286
M,91,2002,403140,176615.9,84.84334,84.9372
M,91,2003,411320,170879.1,84.91823,85.02023
M,91,2004,417921,167605.6,86.08694,86.16655
M,91,2005,423004,168099.3,85.42638,85.52354
M,91,2006,427814,171785.3,86.33178,86.40884
M,91,2007,431888,175486.9,86.0373,86.11974
M,91,2008,436453,179807.1,87.65605,87.70934
M,91,2009,445861,182445.4,84.96313,85.08887
M,91,2010,444791,175333.6,86.68957,86.77801
M,91,2011,441388,171670.0,87.24512,87.31478
M,91,2012,442223,172912.8,87.54532,87.60828
M,91,2013,438906,174420.1,86.86761,86.94822
M,91,2014,421898,169247.9,87.51284,87.58726
M,92,2001,391858,182164.6,86.39198,86.46385
M,92,2002,403055,186972.6,85.05534,85.16188
M,92,2003,411306,180273.6,84.9343,85.04454
M,92,2004,417860,176576.2,85.58658,85.68822
M,92,2005,423054,177124.7,86.5266,86.60912
M,92,2006,427914,181414.9,86.62749,86.70585
M,92,2007,431914,185832.5,86.89056,86.96676
M,92,2008,436431,190477.3,86.06377,86.16346
M,92,2009,445802,193370.2,87.17725,87.25281
M,92,2010,444752,185171.9,86.47607,86.58817
M,92,2011,441378,180821.2,87.51355,87.5892
M,92,2012,442294,182450.5,87.1459,87.23755
M,92,2013,438879,184267.7,87.79827,87.87428
M,92,2014,421927,178457.6,87.91754,87.98689
M,93,2001,391870,194254.2,85.22734,85.34087
M,93,2002,403032,199678.8,83.82569,83.96977
M,93,2003,411339,191701.8,85.14034,85.26115
M,93,2004,417916,187384.7,86.20416,86.30258
M,93,2005,423102,187980.1,85.58904,85.70406
M,93,2006,427930,193161.1,84.8278,84.97051
M,93,2007,431884,198249.4,86.02608,86.13489
M,93,2008,436494,203421.4,88.05747,88.11888
M,93,2009,445866,206700.5,86.01247,86.14214
M,93,2010,444807,197015.2,87.26289,87.35056
M,93,2011,441490,191750.5,88.09615,88.16131
M,93,2012,442266,193901.4,88.13421,88.19563
M,93,2013,438873,196095.3,87.22261,87.31684
M,93,2014,421951,189446.3,87.39075,87.49815
M,94,2001,391926,209469.0,85.84591,85.95351
M,94,2002,403096,215666.9,84.87457,85.00082
M,94,2003,411300,205985.1,85.37062,85.49592
M,94,2004,417917,200795.7,86.09693,86.21198
M,94,2005,423125,201417.3,86.62643,86.7248
M,94,2006,427911,207683.2,86.91806,87.00996
M,94,2007,431919,213803.9,85.11956,85.26964
M,94,2008,436508,219775.2,87.33649,87.42493
M,94,2009,445892,223522.3,87.63775,87.72143
M,94,2010,444826,211740.8,87.62891,87.72523
M,94,2011,441489,205220.5,87.81323,87.9052
M,94,2012,442258,208084.0,87.61129,87.69585
M,94,2013,438911,210773.3,87.26161,87.37386
M,94,2014,421938,202932.0,87.60871,87.72022
M,95,2001,391919,229345.8,85.21232,85.34117
M,95,2002,403104,236637.9,85.74437,85.86302
M,95,2003,411378,224527.1,86.1832,86.29409
M,95,2004,417955,218085.8,87.00835,87.10629
M,95,2005,423129,218760.7,86.45821,86.56811
M,95,2006,427937,226465.8,87.75113,87.83973
M,95,2007,431956,234191.0,84.97938,85.14209
M,95,2008,436500,241278.5,86.67752,86.80199
M,95,2009,445940,245691.8,86.76498,86.88084
M,95,2010,444848,230908.1,87.40018,87.51034
M,95,2011,441451,222544.9,86.44405,86.58228
M,95,2012,442233,226383.9,86.57601,86.7171
M,95,2013,438961,229694.7,87.24261,87.37405
M,95,2014,421971,220200.5,88.44444,88.52193
M,96,2001,391911,256612.7,85.45193,85.58537
M,96,2002,403080,265509.2,84.67641,84.83704
M,96,2003,411315,249915.5,84.96708,85.12522
M,96,2004,417935,241650.7,85.77348,85.91551
M,96,2005,423095,242505.9,86.73331,86.84859
M,96,2006,427905,252375.7,86.73593,86.85979
M,96,2007,431946,262577.4,86.93578,87.05899
M,96,2008,436499,271361.4,86.4674,86.60394
M,96,2009,445894,276725.2,87.56514,87.66872
M,96,2010,444873,257347.2,87.84174,87.94761
M,96,2011,441522,245995.5,87.91484,88.01524
M,96,2012,442264,251334.7,86.70951,86.85841
M,96,2013,438943,255596.5,87.90235,88.01224
M,96,2014,421990,243400.9,87.58346,87.72192
M,97,2001,391981,297062.9,86.81587,86.9202
M,97,2002,403116,308562.2,85.6046,85.75115
M,97,2003,411367,287270.1,84.8065,84.98325
M,97,2004,418000,276312.0,87.31889,87.42243
M,97,2005,423113,277573.6,86.3731,86.51437
M,97,2006,427959,291204.2,86.47481,86.61744
M,97,2007,431967,305666.2,85.53854,85.7063
M,97,2008,436500,317081.8,87.25245,87.37928
M,97,2009,445942,324096.9,86.17126,86.34048
M,97,2010,444877,297189.3,88.48742,88.58485
M,97,2011,441501,280660.3,87.85101,87.96774
M,97,2012,442305,288396.2,86.8782,87.03334
M,97,2013,438956,294236.7,88.79718,88.89442
M,97,2014,422014,277535.3,88.51157,88.61799
M,98,2001,391985,365089.9,85.82141,85.9758
M,98,2002,403160,381516.7,85.21381,85.37845
M,98,2003,411391,349763.0,86.91601,87.03705
M,98,2004,418005,334105.8,87.35838,87.48044
M,98,2005,423160,336606.9,87.45326,87.56982
M,98,2006,427966,357131.0,86.64125,86.79499
M,98,2007,432008,379288.0,87.22203,87.3495
M,98,2008,436516,395944.2,88.07514,88.18477
M,98,2009,445950,405425.8,87.17812,87.31941
M,98,2010,444894,365022.2,87.32317,87.46404
M,98,2011,441536,339434.3,88.18028,88.29706
M,98,2012,442313,351239.6,87.45435,87.59887
M,98,2013,438961,359132.4,87.62621,87.76614
M,98,2014,422040,334212.7,87.84317,87.98486
M,99,2001,391923,510863.9,87.50962,87.60831
M,99,2002,403164,540399.1,84.92764,85.12028
M,99,2003,411441,481996.9,86.45354,86.60327
M,99,2004,418010,455628.4,86.39394,86.55478
M,99,2005,423179,461837.9,87.45857,87.58463
M,99,2006,428003,499193.3,88.17231,88.27602
M,99,2007,432013,538161.6,88.10545,88.21101
M,99,2008,436565,566851.0,86.78761,86.94388
M,99,2009,445970,581524.8,87.38644,87.53242
M,99,2010,444923,509491.9,88.1376,88.25897
M,99,2011,441581,463147.1,88.26347,88.38853
M,99,2012,442381,484499.7,87.82578,87.9662
M,99,2013,438981,494609.7,88.65355,88.7665
M,99,2014,422034,450608.0,88.90295,89.01251
M,100,2001,391961,1996259.0,87.30925,87.40629
M,100,2002,403076,2280708.0,88.07954,88.17376
M,100,2003,411453,1709132.0,85.90789,86.07257
